package,app,category,description,downloads,price,num_ratings,rating
dl.ftf,"Food Truck Follower",Lifestyle,"Dozens of cities supported - due to user requests! Food Truck Follower uses Twitter feeds to help you find your favorite food trucks! Eliminate the guesswork in finding your next gourmet food truck meal! Help support future development. Purchase the ad-free Food Truck Follower Pro. While it doesn't contain any new features, it helps us fix errors, improve our food truck database, and provide feature updates. Currently covers the following cities:?? Atlanta, Austin, Baltimore, Baton Rouge, Boston, Chicago, Cincinnati, Cleveland, Columbus, Dallas, Denver, Ft. Worth, Honolulu, Houston, Indianapolis, Jacksonville, Kasas City, Las Vegas, Los Angeles, Louisville, Memphis, Miami, Milwaukee, Minneapolis/St. Paul, Nashville, New Orleans, New York, Orange County, Orlando, Philadelphia, Phoenix, Portland, Raleigh/Durham, Salt Lake City, Sacramento, San Antonio, San Diego, San Francisco, San Jose, Santa Barbara, Seattle, St. Louis and Washington DC. More coming... If you would like to request a new city, truck or feature, please send an email to: food.truck.follower@gmail.com. We have added every user-requested city and truck so far. Features: - Choose your city the first time you sign in, and then change it later by clicking the Location button in the Menu. - Choose whether to view by Food Truck or to view the Tweet Feed by clicking the Display button in the Menu. - Choose which trucks to follow by clicking the Trucks button in the Menu. - Ability to search the tweet feed to find key words like specific locations or types of food. Please note: The majority of the trucks in our featured cities do not yet have GPS tracking devices. Thus, an attempt to track them on a map through extrapolation would be highly unreliable at this time. We use a simple interface with an aggregated Twitter feed to make sure you have the most accurate, up-to-the-minute information about the locations of your favorite trucks. Once a majority have GPS tracking, we will add a map! Bon appetite!","10,000 - 50,000",0,66,3.8
dn.droidblocks.lite,"Droid Blocks Lite","Brain & Puzzle","Are you good enough to beat John Doe at TETRIS? DroidBlocks is a TETRIS game, featuring: - Unlimited Bluetooth multiplay - Versus CPU Mode - 3 sets of 6 Colorful levels each - Online score tracking (http://droidblocks.altervista.org) - LIVE WALL PAPER (You can pick all the levels in unlocked sets) Control the game with keyboard, d-pad, on-display buttons or swiping your finger.","10,000 - 50,000",0,21,4
droid.fit,DroidFit,"Health & Fitness","Professional Workout/Bodybuilding App designed by serious bodybuilders. This data converter is for current DroidFit users to convert their data to new JEFIT only. If you are new user, Please Do NOT download this app, Please install JEFIT instead. JEFIT v3.0 has been released. It is FREE. Note for current DroidFit users: Please update this app and export your data to JEFIT v3.0","500,000 - 1,000,000",0,5091,4.5
droid.pr.womenpleasurefree,"Women's Pleasure",Lifestyle,"Pleasure for every women If you are a women and you feel like you need a good massage or an orgasm this app is the perfect app for you. Be the first to know whey Women's Pleasure has more that 50000 individual downloads in just a few months. Stop spend money on a private masseur, dildos, vibrators or other toys this app is the perfect app for you because it's free. You don't have to pay a single cent. Women's Pleasure uses the phone vibrator and unlike other apps, Women Pleasure has dozens of vibration combinations allowing lots and lots of pleasure. Women's Pleasure also gives you full control over your phone's vibrator. This feature allows for an endless amount of combinations for the perfect massage or the perfect orgasm. Don't forget also to recommend it to your friends and let them experience pleasure. *Don't forget to rate and comment the app* Tags: Women, pleasure, massage, vibrator, vib, vibration, dildo, solo","50,000 - 100,000",0,122,3.5
dva.vibra,"Vibra Vibrator",Lifestyle,"Everyone struggles with issues in daily life. Vibra helps to release the stress turning your phone into a relaxation tool.Our handy interface gives you an opportunity to switch between ten different modes, each with a unique vibration pattern. Open new sensual dimensions and experience special sensual massage with Vibra.","10,000 - 50,000",0,49,3.9
edu.asu.mobile.android,"ASU Mobile",Education,"Take asu.edu with you wherever you go with Arizona State University's official mobile app. View maps, search the directory, or sign in to My ASU for your personal info. You can see your class schedule & book list, read your class announcements & ASU email, view your balance & financial aid status, or contact your advisor & instructors... and the list keeps growing. Requires data connectivity.","10,000 - 50,000",0,54,3.3
enders.pointofsale.free,"Enders POS Free",Business,"Enders POS is a line item Point of Sale system ideal for any small retail environment. Unlike a cash register, it does not have predefined buttons for items. By line items you can adjust the name, description, price, department, and barcode for each item. This is a basic system usable for one device. It can not synchronize to another system. This is the free version of the app. It is supported by ads. Please click on a few of them to support further development. You can also download the Paid version to remove the ads. You will also get the ability to import and export departments and products in CSV format. It can be used for and not limited to: * Retail Kiosks * Farmers Market Vendors * Craft Fair Vendors * Flea Market Vendors * Show Vendors * Garage Sales * Sidewalk Sale Vendors * And many many more... Features that Enders POS provide are: * Line Item Inventory Screen * Departments * Barcode Scanning. (Scans multiple types) * Pay with Cash or Square * Credit/Debit Card integration using Square Up. * Two tax settings * Database Backup to SD card. * Detail Reports * Discount Line Items. * History Reporting. * (Paid Version Only) Import/Export Category and Inventory Data in CSV format. You can now discount a line item on the sales screen by long pressing it and selecting adjust price. Transactions can now be paid by different methods. Cash, Check, Credit Card, Square, or Other. The Square method of payment will only show up in the United States as the Square app can only be used in the US. Reports can be viewed through a date range. They will describe amount totals by department, tax groups, and tendered type. The SquareUp Credit Card Integration will move the sale to the Square app. Once payment is complete, you will return to Enders POS with the results. You must register with square to use the Square app. Barcode scanning uses the ZXing barcode reader. -------------------------------------------- Quick Start Guide: To get started quickly, you can insert products to be sold by pressing Insert Product. There you can insert the item Name, Description, Price, and Department. Other options are available by pressing the devices menu key. Reports, Inventory, and Settings. The Inventory menu will allow you to create the Departments and Products for sell. You may also import and export a file that details the departments and products for quick entry and backup. Press the device's menu key to access this. Long pressing items in this menu will allow you to edit or remove them. (Paid Version Only) It is recommended to export to get a template of the import file. Choose a name for the file and it will automatically end the file with .end. It will be in the root directory of your SD card. The CSV format should be Tab separated with no quotes around string text. After importing, restart the program to update the database. Reports will detail the dollar amounts raised by departments, taxes, and tendered types. You may adjust the date range. Settings will allow you to adjust tax setting groups, the store name, the String passed to Square App, and database options. If you long press an item in the sales screen, you will be presented with options to edit the line item. You can adjust the quantity, give a discount to the item, or remove the item. -------------------------------------------- Please email any support or feature requests to photographer.brian@gmail.com. If there is something you do not like about the app, please let me know and we can discuss it. I will reply as quick as I can. Thank you.","1,000 - 5,000",0,5,3.8
english.language.patterns.actualdemo,"English Patterns Demo","Libraries & Demo","English sentence patterns demonstration. Test yourself. This is a very clever app to learn sentence structure and patterns. An older UI but still effective, so I leave it. There is a lot of intelligent code in it. OK, my UI isn't so wonderful, but it does its job just fine. 56 very common sentence patterns repeated across 680 good example sentences making 30000 practice patterns in total. Speak good English language with these practice sentence patterns. You will get very goo at English if you practice these repeating patterns. They are hard at first, then you will become very good at English sentences. They use common regular verbs and all the words used are modern, easy words that everybody uses. There are no old fashioned or unusual words so you should know every word. There is a grammar explanation for you to read if you want to, otherwise practice 20 sentences every day and you will become very good at English.","10,000 - 50,000",0,17,3.1
esse.android.thitruong,"Gia Vang",Finance,"C???p nh???t gi?? v??ng trong n?????c, gi?? v??ng th??? gi???i, t??? gi?? ngo???i t??? nhanh ch??ng, ch??nh x??c, mi???n ph??","10,000 - 50,000",0,40,4.3
eu.borzaindustries.bootyfree,"Booty Memory","Cards & Casino","A memory game with 118 pictures of women booties in thongs or other underwear. No nudity here, all of them are clothed. Enjoy and show the game to your friends! Keywords: chick, babe, ass, booty, buttocks, bottom, bikini, thong, bum, pairs, behind, arse, culo, fesse, sexy, girl, pretty, derri??re, Memory-Spiel, komih??g, memorama","100,000 - 500,000",0,463,4.4
eu.borzaindustries.bustymemory,"Busty Memory","Cards & Casino","A memory game for all who like busty women! Enjoy a memory/pairs/pexeso game? And nice women too? Have fun with Busty Memory! Lot of bust images (of course in a bra) to be surprised with! This game has board sizes of: 3x4, 4x5, 5x6 Each image is unlockable, which you unlock by finding it as pair in the game and then can be viewed. There are also 11 achievements. Try to get them all! Keywords: chick, babe, bikini, thong, bum, pairs, tits, titties, boobs, boobies, tit, girl, breasts, buxom, voluptuous, hooters, jugs, funbags, sexy, girls, br??ste, titten, top heavy, ?????? , ?????? , ??????, chichotas, pechos, hermosa, prsa, prsia, ????????????, ??????????, Br??sten, seni, g??????sler, baps, ????????????, ???????????????, ?????????, ?????????,","50,000 - 100,000",0,218,4.3
eu.borzaindustries.girlmemory,"Guys Memory","Cards & Casino","A memory game for all who like pretty men Finally something for the girls, women and gays from Borza Industries. A memory game with lot of of pictures of men. No nudity here, all of them are clothed. Have fun! View the men you have unlocked in a gallery. New pictures will be added regularly. Keywords: guys, boys, men, models, male models, chest, nice, sexy, muscle, beach, model, gay, bloke, bodybuilder, dude, hunk, jock, thug, chap, gentleman, fella","10,000 - 50,000",0,62,4.5
